id,name,locationInfo,genres,labels,type,lifeSpan.ended,lifeSpan.begin,lifeSpan.end,gender,deezerFans,id_artist_discogs,dbp_genre
56d825f853a7ddfc01f94299,EDL,"United States, California","Christian, Rapcore",Alarma Records,Group,TRUE,1992,,,NULL,264801,Rapcore
56d8289553a7ddfc01f945bd,Emile Haynie,"United States, New York, Buffalo","Hip Hop, Pop",Interscope Records,Person,FALSE,1980-07-13,,Male,1826,1135338,"Hip hop music, Pop music, Independent music"
56d8261f53a7ddfc01f942a8,Edo Zanki,"Croatia, Zadar","Singer-Songwriter, Schlager, Chanson, Ballad, Pop, Rock, Hip Hop, Funk, Soul","CBS Records, Columbia, Global Records, Intercord, Polydor, WEA",Person,FALSE,1952-10-19,,Male,NULL,366382,NA
56d828be53a7ddfc01f945ee,Eminem,"United States, Michigan, Detroit",Hip Hop,"Aftermath Entertainment, Interscope Records, Shady Records",Person,FALSE,1972-10-17,,Male,10670561,38661,NA
56d8263c53a7ddfc01f942e2,Edyta Górniak,"Poland, Lower Silesian Voivodeship, Ziębice","Pop, R&B","EMI, Toshiba-EMI, Virgin Records",Person,FALSE,1972-11-14,,Female,14148,273050,NA
56d8241353a7ddfc01f93fdd,DSGB,"United States, Georgia",Southern Hip Hop,Universal Records,Group,FALSE,,,,356,1734930,NA
56d8264553a7ddfc01f942ed,Eevil Stöö,"Finland, Uusimaa, Helsinki","Hip Hop, Gangsta Rap","Fjuu Records, Monsp Records",Person,FALSE,,,Male,928,218216,NA
56d8243e53a7ddfc01f9400b,Dubioza Kolektiv,Bosnia and Herzegovina,"Rap Rock, Reggae, Ska, Dub, Funk Rock","Gramofon, Menart Records",Group,FALSE,2003,,,58531,598412,NA
56d82b8353a7ddfc01f949f4,Evil Nine,"England, East Sussex, Brighton","Breakbeat, House, Hip Hop","For Lovers, Marine Parade",Group,FALSE,1998,,,2445,22101,"Hip hop music, Electronic dance music, Breakbeat"
56d82b8c53a7ddfc01f94a0d,Evol Intent,"United States, Georgia, Atlanta","Drum And Bass, Dubstep, Hip Hop, IDM",Renegade Hardware,Group,FALSE,2000,,,5019,169830,"Drum and bass, Neurofunk, Hip hop music, Intelligent dance music"
56d8266653a7ddfc01f94330,Eino Antiwäkki,"Finland, Uusimaa, Järvenpää",Hip Hop,Skill Street Entertainment,Person,FALSE,1984,,Male,215,1655117,NA
56d82ba053a7ddfc01f94a37,Example,"England, London, Hammersmith","Dance, Electronic, Hip Hop, Post-Punk",Data Records,Person,FALSE,1982-06-20,,Male,283503,489089,NA
56d8246d53a7ddfc01f9405f,Dungeon Family,United States,Hip Hop,Arista,Group,FALSE,,,,444,212817,"Alternative hip hop, Hip hop music, Rhythm and blues, Funk"
56d8266d53a7ddfc01f94335,Eins Zwo,"Germany, Hamburg, Hamburg",Hip Hop,Yo Mama's Recording,Group,TRUE,1997,2003,,NULL,50728,NA
56d828f753a7ddfc01f94658,En Vogue,"United States, California, Oakland","R&B, Pop","Atlantic Records, EastWest Records America, 33rd Street Records",Group,FALSE,1988-07-18,,,58423,21295,NA
56d8248153a7ddfc01f94089,Duster Bennett,"Wales, Powys, Welshpool","Blues, R&B, Electric Blues, Soul","Indigo Recordings, Blue Horizon",Person,TRUE,1946-09-23,1976-03-26,Male,209,343288,"British rhythm and blues, British blues, Electric blues, Country blues, Blue-eyed soul"
56d8291d53a7ddfc01f94686,Endless (NO),"Norway, Akershus, Nesodden",Hip Hop,MTG Music,,FALSE,,,,NULL,NULL,NA
56d8292153a7ddfc01f94695,Endo,"United States, Florida, Miami","Alternative Metal, Nu Metal, Post-Grunge, Rap Metal",Columbia,Group,TRUE,1998,2007,,1333,230571,"Rap metal, Alternative metal, Post-grunge, Nu metal"
56d8249a53a7ddfc01f940b6,Dwele,"United States, Michigan, Detroit","Jazz, Neo Soul, R&B, Soul","Virgin Records, E1 Music",Person,FALSE,1978-02-14,,Male,11110,9557,"Jazz, Neo soul, Soul music, Contemporary R&B"
56d82bea53a7ddfc01f94aa2,Eyedea,"United States, Minnesota, Saint Paul",Hip Hop,Rhymesayers Entertainment,Person,TRUE,1981-11-09,2010-10-17,Male,587,48534,"Rap rock, Alternative hip hop"
56d82bed53a7ddfc01f94aab,Eyedea & Abilities,"United States, Minnesota, Saint Paul",Hip Hop,Epitaph Records,Group,TRUE,1999,2010-10-16,,1504,357441,NA
56d826b953a7ddfc01f9437a,El Dupa,Poland,"Hip Hop, Rock",S. P. Records,Group,FALSE,1998,,,NULL,1050361,NA
56d826bb53a7ddfc01f94380,El DeBarge,"United States, Michigan, Grand Rapids","R&B, Pop, Soul","Gordy, Motown, Warner Bros. Records, Interscope Records",Person,FALSE,1961-06-04,,Male,5748,105453,"Rhythm and blues, Pop music, Jazz, Gospel music, Soul music, Hip hop music"
56d8295053a7ddfc01f946cd,Enkelschreck,Germany,Hip Hop,NA,,FALSE,,,,1056,2293962,NA
56d824ba53a7ddfc01f940c7,Dyke And The Blazers,"United States, New York, Buffalo","R&B, Funk",Original Sound,Group,FALSE,1965,,,630,60631,"Rhythm and blues, Funk"
56d826c253a7ddfc01f94393,El Latino,Japan,Hip Hop,NA,Person,FALSE,,,,1,2632442,NA
56d826c353a7ddfc01f94399,El Matador,"France, Champagne-Ardenne, Reims",Hip Hop,Up Music,Group,FALSE,,,,31491,1153335,NA
56d826cf53a7ddfc01f943a5,El Peyote Asesino,Uruguay,"Hip Hop, Rapcore",NA,Group,TRUE,1994,1999,,NULL,1523117,NA
56d82c1353a7ddfc01f94ad9,F.R.,"Germany, Lower Saxony, Braunschweig",Hip Hop,"DEAG Music, Rec.On Entertainment",Person,FALSE,1990-01-19,,Male,55,609887,NA
56d826d653a7ddfc01f943bb,El Titó,"Spain, Catalonia, Sabadell",Hip Hop,Falsalarma Records,Person,FALSE,,,Male,NULL,1715901,NA
56d824f153a7ddfc01f94119,E-40,"United States, California, Vallejo",Hip Hop,EMI,Person,FALSE,1967-11-15,,Male,107113,76242,Hip hop music
56d824f853a7ddfc01f94121,E-White,"United States, California, Long Beach",Hip Hop,Universal Records,Person,FALSE,,,Male,5537373,175285,NA
56d826e653a7ddfc01f943cf,ELA & TPH,Finland,Hip Hop,Rähinä Records,,FALSE,,,,NULL,NULL,NA
56d826f053a7ddfc01f943df,Elastinen,"Finland, Uusimaa, Helsinki",Hip Hop,Rähinä Records,Person,FALSE,1981-04-18,,Male,24377,173447,NA
56d8251653a7ddfc01f94151,Earl Sweatshirt,"United States, California, Sacramento",Alternative Hip Hop,NA,Person,FALSE,1994-02-24,,Male,40136,1967265,Hip hop music
56d82c4853a7ddfc01f94b38,Facção Central,"Brazil, São Paulo, São Paulo","Hip Hop, Gangsta Rap",Five Special,Group,FALSE,1989,,,NULL,2915675,NA
56d82c5153a7ddfc01f94b4a,Faggot Bruce,"United States, California, Los Angeles",Hip Hop,NA,,FALSE,,,,NULL,NULL,NA
56d829ef53a7ddfc01f94790,Ercandize,"Germany, North Rhine-Westphalia",Hip Hop,"Optik Records, Assazeen",Person,FALSE,1978-04-12,,Male,241516,286276,NA
56d82c9e53a7ddfc01f94b97,Falco,"Austria, Vienna, Vienna","Singer-Songwriter, Pop, Rock, Glam Rock, New Wave, Hip Hop","A&M Records, Teldec, WEA, EMI, Sing Sing",Person,TRUE,1957-02-19,1998-02-06,Male,26779,26912,"Neue Deutsche Welle, Hip hop music, Rock music, New wave music, Pop music"
56d82ca853a7ddfc01f94ba6,Falconshield,"Sweden, Västerbotten, Umeå","Heavy Metal, Hip Hop, Parody",NA,,FALSE,,,,1677,NULL,NA
