X_id,name,genre,id_artist,title,publicationDate,deezerFans,country,dateRelease,language,Artist_name
5714debb25ac0d8aee34d680,A Gun Called Tension,Hip Hop,56d7e9446b60c09814f93ebf,A Gun Called Tension,2005,1,US,2005,eng,A Gun Called Tension
5714debb25ac0d8aee34d798,A Tribe Called Quest,Hip Hop,56d7e9bb6b60c09814f93f50,"Beats, Rhymes And Life",1996,5706,US,1996-07-30,eng,A Tribe Called Quest
5714debb25ac0d8aee34d799,A Tribe Called Quest,Hip Hop,56d7e9bb6b60c09814f93f50,The Love Movement,1998,2607,US,1998-09-29,eng,A Tribe Called Quest
5714debb25ac0d8aee34d79a,A Tribe Called Quest,Hip Hop,56d7e9bb6b60c09814f93f50,The Anthology,1999,3799,US,1999-10-26,eng,A Tribe Called Quest
5714debb25ac0d8aee34d7ee,A$AP Rocky,Hip Hop,56d7e9cc6b60c09814f93f74,Deep Purple,2011,9405,unknown,2011-07-08,unknown,A$AP Rocky
5714debb25ac0d8aee34d7ef,A$AP Rocky,Hip Hop,56d7e9cc6b60c09814f93f74,Live. Love. A$AP,2011,46,XW,2011-10-31,eng,A$AP Rocky
5714debb25ac0d8aee34d7f0,A$AP Rocky,Hip Hop,56d7e9cc6b60c09814f93f74,Long. Live. A$AP,2013,19513,unknown,2013-01-15,unknown,A$AP Rocky
5714debb25ac0d8aee34d86f,A04,Hip Hop,56d7e9ea6b60c09814f93fbb,Kovalla Maalla,2006,unknown,unknown,unknown,unknown,A04
5714debb25ac0d8aee34d894,Aaliyah,R&amp;B,56d7e9f26b60c09814f93fce,Age Ain't Nothing But A Number,1994,10862,US,1994-05-24,eng,Aaliyah
5714debb25ac0d8aee34d895,Aaliyah,R&amp;B,56d7e9f26b60c09814f93fce,One In A Million,1996,unknown,GB,1996,eng,Aaliyah
5714debb25ac0d8aee34d896,Aaliyah,R&amp;B,56d7e9f26b60c09814f93fce,Aaliyah,2001,866,US,2001-07-17,eng,Aaliyah
5714debb25ac0d8aee34d897,Aaliyah,R&amp;B,56d7e9f26b60c09814f93fce,I Care 4 U,2003,3012,unknown,2002-12-10,unknown,Aaliyah
5714debb25ac0d8aee34d898,Aaliyah,R&amp;B,56d7e9f26b60c09814f93fce,Ultimate Aaliyah,2005,unknown,GB,2005-04-04,eng,Aaliyah
5714debb25ac0d8aee34d8fa,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Orchid In The Storm,1986,44,US,1986-12-01,eng,Aaron Neville
5714debb25ac0d8aee34d8fb,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Show Me The Way,1989,529,unknown,unknown,unknown,Aaron Neville
5714debb25ac0d8aee34d8fd,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Greatest Hits,1990,90,US,1990-05-10,eng,Aaron Neville
5714debb25ac0d8aee34d8ff,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,The Grand Tour,1993,160,US,1993-04-20,eng,Aaron Neville
5714debb25ac0d8aee34d900,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Aaron Neville's Soulful Christmas,1993,71,US,1993-10-05,eng,Aaron Neville
5714debb25ac0d8aee34d901,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,The Tattooed Heart,1995,27,US,1995-04-18,eng,Aaron Neville
5714debb25ac0d8aee34d902,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Hercules,1995,529,unknown,unknown,unknown,Aaron Neville
5714debb25ac0d8aee34d903,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,To Make Me Who I Am,1997,116,US,1997-10-14,eng,Aaron Neville
5714debb25ac0d8aee34d905,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Ultimate Collection,2001,44,US,2001-08-21,eng,Aaron Neville
5714debb25ac0d8aee34d906,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Nature Boy: The Standards Album,2003,306,US,2003-07-01,eng,Aaron Neville
5714debb25ac0d8aee34d907,Aaron Neville,R&amp;B,56d7eac926a8a3040c6869cb,Believe,2003,239,US,2003-01-28,eng,Aaron Neville
5714debb25ac0d8aee34d950,Ab-Soul,Hip Hop,56d7ead626a8a3040c6869e6,These Days...,2014,3839,unknown,2014-06-24,unknown,Ab-Soul
5714debb25ac0d8aee34d9dc,Abd Al Malik,Hip Hop,56d7eaf726a8a3040c686a2a,Gibraltar,2006,10538,unknown,unknown,unknown,Abd Al Malik
5714debb25ac0d8aee34e205,Afrob,Hip Hop,56d7ef8756847be81b3e8c69,Rolle Mit Hip Hop,1999,1290,DE,1999-03-29,deu,Afrob
5714debb25ac0d8aee34e206,Afrob,Hip Hop,56d7ef8756847be81b3e8c69,Made In Germany,2001,793,DE,2001-06-25,deu,Afrob
5714debb25ac0d8aee34e207,Afrob,Hip Hop,56d7ef8756847be81b3e8c69,Hammer,2005,834,DE,2005-02-28,deu,Afrob
5714debb25ac0d8aee34da85,ABK,Underground Hip Hop,56d7eb2e26a8a3040c686a7a,Hatchet Warrior,2003,145,unknown,2003-04-08,unknown,ABK
5714debb25ac0d8aee34da86,ABK,Underground Hip Hop,56d7eb2e26a8a3040c686a7a,Dirty History,2004,120,unknown,unknown,eng,ABK
5714debb25ac0d8aee34da87,ABK,Underground Hip Hop,56d7eb2e26a8a3040c686a7a,Road Fools,2005,unknown,unknown,unknown,unknown,ABK
5714debb25ac0d8aee34e28a,Afu-Ra,Underground Hip Hop,56d7ef9b56847be81b3e8caa,Body Of The Life Force,2000,1834,unknown,2000-10-24,unknown,Afu-Ra
5714debb25ac0d8aee34e28b,Afu-Ra,Underground Hip Hop,56d7ef9b56847be81b3e8caa,Life Force Radio,2002,275,unknown,2002-05-20,unknown,Afu-Ra
5714debb25ac0d8aee34e28c,Afu-Ra,Hip Hop,56d7ef9b56847be81b3e8caa,State Of The Arts,2005,817,unknown,2005-06-14,unknown,Afu-Ra
5714debb25ac0d8aee34db05,Above The Law,Gangsta Rap,56d7eb4326a8a3040c686aab,Livin' Like Hustlers,1990,816,US,1990-03-27,eng,Above The Law
5714debb25ac0d8aee34db06,Above The Law,Gangsta Rap,56d7eb4326a8a3040c686aab,Vocally Pimpin',1991,unknown,unknown,1991-07-16,unknown,Above The Law
5714debb25ac0d8aee34db07,Above The Law,West Coast Hip Hop,56d7eb4326a8a3040c686aab,Black Mafia Life,1993,4,US,1992,eng,Above The Law
5714debb25ac0d8aee34db08,Above The Law,West Coast Hip Hop,56d7eb4326a8a3040c686aab,Uncle Sam's Curse,1994,12560,US,1994-07-12,eng,Above The Law
5714debb25ac0d8aee34d7c0,A$AP Ferg,Hip Hop,56d7e9c46b60c09814f93f65,Trap Lord,2013,19660,unknown,2013-08-16,unknown,A$AP Ferg
5714debb25ac0d8aee34d7eb,A+,Hip Hop,56d7e9cc6b60c09814f93f72,The Latch-Key Child,1996,11,unknown,unknown,unknown,A+
5714debb25ac0d8aee34d7ec,A+,Hip Hop,56d7e9cc6b60c09814f93f72,Hempstead High,1999,5,unknown,unknown,unknown,A+
5714debb25ac0d8aee34d8a0,Aaradhna,R&amp;B,56d7e9f46b60c09814f93fd2,I Love You,2006,40,unknown,2006-06,unknown,Aaradhna
5714debb25ac0d8aee34d8a1,Aaradhna,R&amp;B,56d7e9f46b60c09814f93fd2,Sweet Soul Music,2008,49,unknown,2008-02-11,unknown,Aaradhna
5714debb25ac0d8aee34e5ef,Aketo,Hip Hop,56d7f07756847be81b3e8e09,Cracheur 2 Venin,2007,3715,FR,2007,fra,Aketo
5714debb25ac0d8aee34e632,Akon,Hip Hop,56d7f08856847be81b3e8e28,Trouble,2004,15738,US,2004-06-29,eng,Akon
5714debb25ac0d8aee34e633,Akon,Hip Hop,56d7f08856847be81b3e8e28,Konvicted,2006,35621,US,2006-11-14,eng,Akon
5714debb25ac0d8aee34e634,Akon,R&amp;B,56d7f08856847be81b3e8e28,Freedom,2008,12340,GB,2008-12-01,eng,Akon
5714debb25ac0d8aee34dccb,Aceyalone,Hip Hop,56d7ee5256847be81b3e8a4c,All Balls Don't Bounce,1995,127,unknown,1995-10-24,unknown,Aceyalone
5714debb25ac0d8aee34dccc,Aceyalone,Hip Hop,56d7ee5256847be81b3e8a4c,A Book Of Human Language,1998,unknown,unknown,unknown,unknown,Aceyalone
5714debb25ac0d8aee34dccd,Aceyalone,Hip Hop,56d7ee5256847be81b3e8a4c,Accepted Eclectic,2001,3,unknown,2001-03-06,unknown,Aceyalone
5714debb25ac0d8aee34dcce,Aceyalone,Hip Hop,56d7ee5256847be81b3e8a4c,Hip Hop And The World We Live In,2002,4,US,2003-08-10,eng,Aceyalone
5714debb25ac0d8aee34dccf,Aceyalone,Hip Hop,56d7ee5256847be81b3e8a4c,Love & Hate,2003,5,US,2003-06-03,eng,Aceyalone
5714debb25ac0d8aee34dd0f,Ace Hood,Hip Hop,56d7ee5c56847be81b3e8a5d,Trials & Tribulations,2013,12469,unknown,2013-07-16,unknown,Ace Hood
5714debb25ac0d8aee34ddbd,Action Bronson,East Coast Hip Hop,56d7ee7556847be81b3e8aad,Dr. Lecter,2011,2528,unknown,2011-03-14,unknown,Action Bronson
5714debb25ac0d8aee34ddbe,Action Bronson,East Coast Hip Hop,56d7ee7556847be81b3e8aad,Well-Done,2011,474,unknown,2011-11-22,unknown,Action Bronson
5714debb25ac0d8aee34ddbf,Action Bronson,Hip Hop,56d7ee7556847be81b3e8aad,Blue Chips,2012,2528,XW,2012-03-12,eng,Action Bronson
5714debb25ac0d8aee34ddc0,Action Bronson,Hip Hop,56d7ee7556847be81b3e8aad,Rare Chandeliers,2012,2528,unknown,2012-11-15,unknown,Action Bronson
5714debb25ac0d8aee34ddc1,Action Bronson,Hip Hop,56d7ee7556847be81b3e8aad,Saaab Stories,2013,4129,unknown,2013-06-11,unknown,Action Bronson
5714debb25ac0d8aee34ddc2,Action Bronson,Hip Hop,56d7ee7556847be81b3e8aad,Mr. Wonderful,2015,14914,unknown,2015-03-23,unknown,Action Bronson
5714debb25ac0d8aee34e7e4,Alamaa & Solonen,Hip Hop,56d7f0e256847be81b3e8e9c,Fätit Ämceet Ja Vikkelät Riimit,2008,unknown,unknown,unknown,unknown,Alamaa & Solonen
5714debb25ac0d8aee34ddda,Action Adventure World,Nerdcore Hip Hop,56d7ee7856847be81b3e8ab8,Hip-hop Halloween,2011,unknown,unknown,unknown,unknown,Action Adventure World
5714debb25ac0d8aee34dfb4,Adina Howard,R&amp;B,56d7eeee56847be81b3e8b85,Do You Wanna Ride?,1995,1802,US,1995-02-28,eng,Adina Howard
5714debb25ac0d8aee34dfb5,Adina Howard,R&amp;B,56d7eeee56847be81b3e8b85,Welcome To Fantasy Island,1997,1802,unknown,1997-07-29,unknown,Adina Howard
5714debb25ac0d8aee34dfb6,Adina Howard,R&amp;B,56d7eeee56847be81b3e8b85,The Second Coming,2004,1171,unknown,2004-04-06,unknown,Adina Howard
5714debb25ac0d8aee34dfb7,Adina Howard,R&amp;B,56d7eeee56847be81b3e8b85,Private Show,2007,572,unknown,2007-06-26,unknown,Adina Howard
5714debb25ac0d8aee34e21a,Afroman,Hip Hop,56d7ef8d56847be81b3e8c72,Because I Got High,2000,434,US,2000-06-20,eng,Afroman
5714debb25ac0d8aee34e21b,Afroman,Hip Hop,56d7ef8d56847be81b3e8c72,Sell Your Dope,2000,434,US,2000-09-12,eng,Afroman
5714debb25ac0d8aee34e21c,Afroman,Hip Hop,56d7ef8d56847be81b3e8c72,The Good Times,2001,434,XE,2001-11-12,eng,Afroman
5714debb25ac0d8aee34e21d,Afroman,Hip Hop,56d7ef8d56847be81b3e8c72,4R0:20,2004,380,unknown,2004-12-14,eng,Afroman
5714debb25ac0d8aee34e21f,Afroman,Hip Hop,56d7ef8d56847be81b3e8c72,Afroholic...The Even Better Times,2004,540,unknown,2004-04-20,unknown,Afroman
5714debb25ac0d8aee34e220,Afroman,Hip Hop,56d7ef8d56847be81b3e8c72,Waiting To Inhale,2008,870,unknown,2007,unknown,Afroman
5714debb25ac0d8aee34e221,Afroman,Hip Hop,56d7ef8d56847be81b3e8c72,Frobama: Head Of State,2009,unknown,US,2008-11-25,eng,Afroman
5714debb25ac0d8aee34e2aa,Agallah,Hip Hop,56d7efa356847be81b3e8cb4,Propane Piff,2006,unknown,unknown,unknown,unknown,Agallah
5714debb25ac0d8aee34def5,Adam Tensta,Hip Hop,56d7eec856847be81b3e8b30,It's A Tensta Thing,2007,58,SE,2007-11-30,eng,Adam Tensta
5714debb25ac0d8aee34def6,Adam Tensta,Hip Hop,56d7eec856847be81b3e8b30,Scared Of The Dark,2011,99,SE,2011-04-13,eng,Adam Tensta
5714debb25ac0d8aee34e1a7,Afasi & Filthy,Hip Hop,56d7ef6356847be81b3e8c4a,Bomfalleralla,2004,282,unknown,unknown,unknown,Afasi & Filthy
5714debb25ac0d8aee34df80,Ades,Hip Hop,56d7eee356847be81b3e8b72,Ame Et Conscience,2004,1013,unknown,unknown,unknown,Ades
5714debb25ac0d8aee34df81,Ades,Hip Hop,56d7eee356847be81b3e8b72,Chasse A L'Homme,2006,133,unknown,unknown,unknown,Ades
5714debb25ac0d8aee34df82,Ades,Hip Hop,56d7eee356847be81b3e8b72,Un Degré De Plus,2007,1378,unknown,unknown,unknown,Ades
5714debb25ac0d8aee34df83,Ades,Hip Hop,56d7eee356847be81b3e8b72,Chasse À L'homme 2,2009,930,unknown,unknown,unknown,Ades
5714debb25ac0d8aee34e215,After 7,R&amp;B,56d7ef8d56847be81b3e8c71,After 7,1989,542,US,1992-06-29,eng,After 7
5714debb25ac0d8aee34e216,After 7,R&amp;B,56d7ef8d56847be81b3e8c71,Takin' My Time,1992,unknown,US,1992-08-25,eng,After 7
5714debb25ac0d8aee34e217,After 7,R&amp;B,56d7ef8d56847be81b3e8c71,Reflections,1995,unknown,US,1995-07-18,eng,After 7
5714debb25ac0d8aee34e218,After 7,R&amp;B,56d7ef8d56847be81b3e8c71,The Very Best Of After 7,1997,2014,US,1997-03-11,eng,After 7
5714debb25ac0d8aee34e370,Aggro Santos,Hip Hop,56d7efbc56847be81b3e8cfe,AggroSantos.com,2011,334,GB,2011-01-31,eng,Aggro Santos
5714debb25ac0d8aee34e43a,Ahmad,Hip Hop,56d7effb56847be81b3e8d5a,Ahmad,1993,26,US,1994-05-24,eng,Ahmad
5714debb25ac0d8aee34e49d,Aim,Hip Hop,56d7f01256847be81b3e8d85,Hinterland,2002,504,GB,2002-02-26,eng,Aim
5714debb25ac0d8aee34e1bd,Aesop Rock,Underground Hip Hop,56d7ef6756847be81b3e8c53,Music For Earthworms,1997,unknown,US,1997,eng,Aesop Rock
5714debb25ac0d8aee34e1be,Aesop Rock,Underground Hip Hop,56d7ef6756847be81b3e8c53,Float,2000,950,US,2000-08-29,eng,Aesop Rock
5714debb25ac0d8aee34e1bf,Aesop Rock,Underground Hip Hop,56d7ef6756847be81b3e8c53,Labor Days,2001,1986,US,2001-09-18,eng,Aesop Rock
5714debb25ac0d8aee34e1c0,Aesop Rock,Underground Hip Hop,56d7ef6756847be81b3e8c53,Bazooka Tooth,2003,445,US,2003-09-23,eng,Aesop Rock
5714debb25ac0d8aee34e1c4,Aesop Rock,Underground Hip Hop,56d7ef6756847be81b3e8c53,Appleseed,1999,unknown,US,1999,eng,Aesop Rock
5714debb25ac0d8aee34e1c5,Aesop Rock,Underground Hip Hop,56d7ef6756847be81b3e8c53,Daylight,2002,460,US,2002-02-05,eng,Aesop Rock
5714debb25ac0d8aee34e1c6,Aesop Rock,Underground Hip Hop,56d7ef6756847be81b3e8c53,"Fast Cars, Danger, Fire, And Knives",2005,421,US,2005-02-22,eng,Aesop Rock
5714debb25ac0d8aee34e1c7,Aesop Rock,Hip Hop,56d7ef6756847be81b3e8c53,All Day: Nike+ Original Run,2007,unknown,unknown,2007-02-13,unknown,Aesop Rock
5714debb25ac0d8aee34f07d,Allure,R&amp;B,56d7f50f53a7ddfc01f8fb39,Allure,1997,91,US,1997-05-06,eng,Allure
5714debb25ac0d8aee34f07e,Allure,R&amp;B,56d7f50f53a7ddfc01f8fb39,Sunny Days,2001,unknown,CA,2001-11-13,eng,Allure
5714debb25ac0d8aee34f07f,Allure,R&amp;B,56d7f50f53a7ddfc01f8fb39,Chapter III,2004,114,US,2004-11-23,eng,Allure
5714debb25ac0d8aee34e608,Akhenaton,Hip Hop,56d7f07b56847be81b3e8e10,Métèque Et Mat,1995,16837,unknown,unknown,unknown,Akhenaton
5714debb25ac0d8aee34e609,Akhenaton,Hip Hop,56d7f07b56847be81b3e8e10,Sol Invictus,2001,9480,unknown,2001,unknown,Akhenaton
5714debb25ac0d8aee34e60a,Akhenaton,Hip Hop,56d7f07b56847be81b3e8e10,Black Album,2002,9480,unknown,2002-11,unknown,Akhenaton
5714debb25ac0d8aee34e60b,Akhenaton,Hip Hop,56d7f07b56847be81b3e8e10,Double Chill Burger,2005,9480,unknown,2005,unknown,Akhenaton
5714debb25ac0d8aee34e60c,Akhenaton,Hip Hop,56d7f07b56847be81b3e8e10,Soldats De Fortune,2006,6215,unknown,2006-03-14,unknown,Akhenaton
5714debb25ac0d8aee34e72f,Al Mukawama,Hip Hop,56d7f0bb56847be81b3e8e70,Al Mukawama,2003,44,unknown,unknown,unknown,Al Mukawama
5714debb25ac0d8aee34f24f,AM Kidd,Hip Hop,56d7f57953a7ddfc01f8fc06,Eleven,2011,unknown,unknown,2011-11-11,unknown,AM Kidd
5714debb25ac0d8aee34f3f1,Amel Bent,French Pop,56d7f5e453a7ddfc01f8fcbf,Où Je Vais,2009,2587,unknown,2009-12-04,unknown,Amel Bent
5714debb25ac0d8aee34f3f2,Amel Bent,French Pop,56d7f5e453a7ddfc01f8fcbf,Délit Mineur,2011,36325,unknown,2011-11-28,unknown,Amel Bent
5714debb25ac0d8aee34f3f3,Amel Bent,French Pop,56d7f5e453a7ddfc01f8fcbf,Instinct,2014,25925,unknown,2014-02-07,unknown,Amel Bent
5714debb25ac0d8aee34f3ff,Amel Larrieux,R&amp;B,56d7f5e553a7ddfc01f8fcc4,Infinite Possibilities,2000,808,US,2000-02-15,eng,Amel Larrieux
5714debb25ac0d8aee34f400,Amel Larrieux,R&amp;B,56d7f5e553a7ddfc01f8fcc4,Bravebird,2004,1251,US,2004-01-20,eng,Amel Larrieux
5714debb25ac0d8aee34f401,Amel Larrieux,R&amp;B,56d7f5e553a7ddfc01f8fcc4,Morning,2006,709,GB,2006-04-29,eng,Amel Larrieux
5714debb25ac0d8aee34f403,Amel Larrieux,R&amp;B,56d7f5e553a7ddfc01f8fcc4,Ice Cream Everyday,2013,1393,unknown,unknown,unknown,Amel Larrieux
5714debb25ac0d8aee34f4b2,Amerie,R&amp;B,56d7f60e53a7ddfc01f8fd01,All I Have,2002,1280,unknown,2002-07-30,unknown,Amerie
5714debb25ac0d8aee34f4b3,Amerie,R&amp;B,56d7f60e53a7ddfc01f8fd01,Touch,2005,933,unknown,2005-08-22,unknown,Amerie
5714debb25ac0d8aee34f4b4,Amerie,R&amp;B,56d7f60e53a7ddfc01f8fd01,Because I Love It,2007,933,unknown,2007-05-14,unknown,Amerie
5714debb25ac0d8aee34f4b5,Amerie,R&amp;B,56d7f60e53a7ddfc01f8fd01,In Love & War,2009,1227,US,2009-11-03,eng,Amerie
5714debb25ac0d8aee34ec61,Alexis Jordan,R&amp;B,56d7f40e53a7ddfc01f8f9ac,Alexis Jordan,2011,2667,GB,2011-02-28,eng,Alexis Jordan
5714debb25ac0d8aee34e7c5,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Roman-Photos,1977,1206,unknown,1977,unknown,Alain Bashung
5714debb25ac0d8aee34e7c6,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Roulette Russe,1979,6320,unknown,1979,unknown,Alain Bashung
5714debb25ac0d8aee34e7c7,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Pizza,1981,6320,unknown,1981,unknown,Alain Bashung
5714debb25ac0d8aee34e7c8,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Play Blessures,1982,3627,unknown,1982,unknown,Alain Bashung
5714debb25ac0d8aee34e7c9,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Figure Imposée,1983,1550,unknown,1983,unknown,Alain Bashung
5714debb25ac0d8aee34e7ca,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Passé Le Rio Grande...,1986,2524,unknown,1986,unknown,Alain Bashung
5714debb25ac0d8aee34e7cb,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Novice,1989,3050,unknown,1989,unknown,Alain Bashung
5714debb25ac0d8aee34e7cd,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Réservé Aux Indiens,1992,5805,unknown,1992-11,unknown,Alain Bashung
5714debb25ac0d8aee34e7ce,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Chatterton,1994,5180,unknown,1994,unknown,Alain Bashung
5714debb25ac0d8aee34e7cf,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Fantaisie Militaire,1998,25989,unknown,1998,unknown,Alain Bashung
5714debb25ac0d8aee34e7d0,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,L'Imprudence,2002,6320,unknown,2002,unknown,Alain Bashung
5714debb25ac0d8aee34e7d1,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Duos / Reprises / Raretés,2002,25062,unknown,2002-12-17,unknown,Alain Bashung
5714debb25ac0d8aee34e7d2,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,Bleu Pétrole,2008,68589,unknown,2008-03-24,unknown,Alain Bashung
5714debb25ac0d8aee34e7d3,Alain Bashung,French Pop,56d7f0da56847be81b3e8e90,L'Homme À Tête De Chou,2011,8459,unknown,2011-11-07,unknown,Alain Bashung
5714debb25ac0d8aee34ed4c,Alice (JP),R&amp;B,56d7f43c53a7ddfc01f8fa11,X Lovers,2012,unknown,unknown,unknown,unknown,Alice (JP)
5714debb25ac0d8aee34f4fb,Amir,Hip Hop,56d7f61d53a7ddfc01f8fd26,Naturale,2004,287,unknown,unknown,unknown,Amir
5714debb25ac0d8aee34f4fc,Amir,Hip Hop,56d7f61d53a7ddfc01f8fd26,Uomo Di Prestigio,2006,80,unknown,unknown,unknown,Amir
5714debb25ac0d8aee34e856,Alana Bridgewater,R&amp;B,56d7f10856847be81b3e8ec8,Horizon,2008,1,unknown,unknown,unknown,Alana Bridgewater
5714debb25ac0d8aee34ef4f,All Saints,R&amp;B,56d7f4be53a7ddfc01f8fac8,All Saints,1997,3555,unknown,1997-10-15,unknown,All Saints
5714debb25ac0d8aee34ef50,All Saints,R&amp;B,56d7f4be53a7ddfc01f8fac8,Saints And Sinners,2000,1492,unknown,2000-10-16,unknown,All Saints
5714debb25ac0d8aee34ee9d,Alizée,French Pop,56d7f49e53a7ddfc01f8fa87,Gourmandises,2000,unknown,DE,2001-11-19,fra,Alizée
5714debb25ac0d8aee34ee9e,Alizée,French Pop,56d7f49e53a7ddfc01f8fa87,Mes Courants Electriques,2003,unknown,unknown,2003-03-18,unknown,Alizée
5714debb25ac0d8aee34eea1,Alizée,French Pop,56d7f49e53a7ddfc01f8fa87,Psychédélices,2007,unknown,XW,2007-11-26,fra,Alizée
5714debb25ac0d8aee34eea2,Alizée,French Pop,56d7f49e53a7ddfc01f8fa87,Une Enfant Du Siècle,2010,unknown,FR,2010-03-29,fra,Alizée
5714debb25ac0d8aee34eea3,Alizée,French Pop,56d7f49e53a7ddfc01f8fa87,5,2013,8187,unknown,2013-03-25,unknown,Alizée
5714debb25ac0d8aee34eea4,Alizée,French Pop,56d7f49e53a7ddfc01f8fa87,Blonde,2014,9130,unknown,2014-06-23,unknown,Alizée
5714debb25ac0d8aee34f660,Amélie-Les-Crayons,French Pop,56d7f67653a7ddfc01f8fdaf,Et Pourquoi Les Crayons ?,2004,unknown,FR,2004,fra,Amélie-Les-Crayons
5714debb25ac0d8aee34f661,Amélie-Les-Crayons,French Pop,56d7f67653a7ddfc01f8fdaf,La Porte Plume,2007,1685,FR,2007-10-08,fra,Amélie-Les-Crayons
5714debb25ac0d8aee34f662,Amélie-Les-Crayons,French Pop,56d7f67653a7ddfc01f8fdaf,Jusqu'à La Mer,2012,2257,unknown,2012-09-17,unknown,Amélie-Les-Crayons
5714debb25ac0d8aee34f663,Amélie-Les-Crayons,French Pop,56d7f67653a7ddfc01f8fdaf,Méli-Mélo,2013,1685,unknown,2013-12-15,unknown,Amélie-Les-Crayons
5714debb25ac0d8aee34eaf7,Alesha Dixon,R&amp;B,56d7f3af53a7ddfc01f8f8e8,The Entertainer,2010,2240,GB,2010-11-26,eng,Alesha Dixon
5714debb25ac0d8aee34efa9,All-4-One,R&amp;B,56d7f4d053a7ddfc01f8faeb,All-4-One,1994,746,US,1994-04-12,eng,All-4-One
5714debb25ac0d8aee34efaa,All-4-One,R&amp;B,56d7f4d053a7ddfc01f8faeb,And The Music Speaks,1995,432,unknown,1995-06-06,unknown,All-4-One
5714debb25ac0d8aee34efac,All-4-One,R&amp;B,56d7f4d053a7ddfc01f8faeb,On And On,1999,229,US,1999-06-08,eng,All-4-One
5714debb25ac0d8aee34efad,All-4-One,R&amp;B,56d7f4d053a7ddfc01f8faeb,A41,2002,517,US,2002-03-26,eng,All-4-One
5714debb25ac0d8aee34efae,All-4-One,R&amp;B,56d7f4d053a7ddfc01f8faeb,Split Personality,2004,160,JP,2004-05-31,eng,All-4-One
5714debb25ac0d8aee34efaf,All-4-One,R&amp;B,56d7f4d053a7ddfc01f8faeb,No Regrets,2009,397,US,2009-09-15,eng,All-4-One
5714debb25ac0d8aee34efdd,Allday,Hip Hop,56d7f4d953a7ddfc01f8fafc,Loners Are Cool,2013,239,unknown,unknown,unknown,Allday
5714debb25ac0d8aee34efdf,Allday,Hip Hop,56d7f4d953a7ddfc01f8fafc,Startup Cult,2014,123,unknown,unknown,unknown,Allday
5714debb25ac0d8aee34f065,Allschwil Posse,Hip Hop,56d7f50c53a7ddfc01f8fb34,Easy Rider,2006,unknown,CH,2006-02-17,gsw,Allschwil Posse
5714debb25ac0d8aee34f1ad,Altis,Hip Hop,56d7f54853a7ddfc01f8fbb7,Ottaa Päähän,2011,unknown,unknown,unknown,unknown,Altis
5714debb25ac0d8aee34f1c0,AlunaGeorge,R&amp;B,56d7f54c53a7ddfc01f8fbc6,Body Music,2013,21582,unknown,2013-07-26,unknown,AlunaGeorge
5714debb25ac0d8aee34edb9,Alicia Keys,R&amp;B,56d7f45453a7ddfc01f8fa34,Songs In A Minor,2001,40521,US,2001-06-05,eng,Alicia Keys
5714debb25ac0d8aee34edba,Alicia Keys,R&amp;B,56d7f45453a7ddfc01f8fa34,Remixed & Unplugged In A Minor,2002,40521,unknown,unknown,unknown,Alicia Keys
5714debb25ac0d8aee34edbd,Alicia Keys,R&amp;B,56d7f45453a7ddfc01f8fa34,As I Am,2007,29980,US,2007-11-13,eng,Alicia Keys
5714debb25ac0d8aee34edbf,Alicia Keys,R&amp;B,56d7f45453a7ddfc01f8fa34,Girl On Fire,2012,127200,unknown,2012-11-23,unknown,Alicia Keys
5714debb25ac0d8aee34f90a,Andre Nickatina,Hip Hop,56d7f71353a7ddfc01f8feb5,New Jim Jones,1993,94,unknown,unknown,unknown,Andre Nickatina
5714debb25ac0d8aee34f90b,Andre Nickatina,Hip Hop,56d7f71353a7ddfc01f8feb5,I Hate You With A Passion,1995,267,unknown,unknown,unknown,Andre Nickatina
5714debb25ac0d8aee34f90c,Andre Nickatina,Hip Hop,56d7f71353a7ddfc01f8feb5,Cocaine Raps,1997,12,unknown,unknown,unknown,Andre Nickatina
